game_id,nameOfGames,released_date,rating,summary
84,Tekken Hybrid,2011-11-22,0,Tekken Hybrid is a bundle collection of Tekken: Blood Vengeance 3D with an HD version of Tekken Tag Tournament and a demo version of Tekken Tag Tournament 2 called Tekken Tag Tournament 2 Prologue. It was officially announced at E3 2011. This collection was released exclusively on PlayStation 3.
85,Tekken Advance,2002-06-28,70.09174,"Tekken Advance is a fighting game released for the Game Boy Advance. It is non-canonical to the Tekken storyline, but follows the events of Tekken 3. It uses sprites based on Tekken 3's 3D models for its characters and was the first Tekken game to be released on a Nintendo platform."
86,STREET FIGHTER X TEKKEN,2011-09-05,0,"A crossover game that is planned to have Street Fighter characters in the 3D fighting style of a normal Tekken game. The reverse of Street Fighter x Tekken which put Tekken characters into the 2D fighting style of a Street Fighter game in 2012.  The game has been stuck in development since its 2010 announcement and the game was put on hold officially in 2016, though early character models and some gameplay systems were said to be finished at the time."
87,Taken Souls: Blood Ritual Collector's Edition,2017-02-03,0,"A series of mysterious ritual murders covered the foggy streets of London, which young detective James Voodoo will have to investigate. While investigating these mysterious murders, James Voodoo faces the mystical phenomena, which covered the city. When progressing in case investigation, James realizes that these murders are just the small part of the global conspiracy, which threatens the whole world. And he is the only one who can stop it."
88,2DGameManias Taken,2018-05-04,0,2DGameManias Taken is a 2.5D retro platform game in which you have been Taken by the unknown and you need to fight your way to freedom.
89,FINAL FANTASY,2002-10-05,0,The Twin Pack includes Final Fantasy VII and the remastered version of Final Fantasy VIII.
90,Final Fantasy Anniversary Edition,2007-06-12,79.82593,"This is an enhanced version version of the original Final Fantasy, with higher resolution 2D graphics now in 16:9, FMV sequences, a re-recorded higher quality soundtrack, along with all the new dungeons and revised script from the Dawn of Souls Gameboy Advance port that came before it. As a bonus, it also includes art galleries of Yoshitaka Amano's illustrations."
91,Final Fantasy IX,2000-07-07,0,"The console versions of Final Fantasy IX mainly brought technical improvements in addition to some other minor changes. The anti-aliasing is slightly better than the PC version, the UI of the battle menus have been reduced so that it takes less space on the screen and you can also play poker after you beat the game."
92,FINAL FANTASY VI,1994-04-02,87.40685,The original Final Fantasy VI comes to life with completely new graphics and audio! A remodeled 2D take on the sixth game in the world-renowned Final Fantasy series! Enjoy the timeless story told through charming retro graphics.
93,Final Fantasy VII,2020-04-10,0,The Twin Pack includes Final Fantasy VII and the remastered version of Final Fantasy VIII.
94,Final Fantasy XI,2002-11-07,0,"Final Fantasy XI R was a remake of the 2002 MMORPG Final Fantasy XI for mobile devices. Originally announced in 2015, its release window of 2016 had long come and gone, and with no word on the title's development. It continued to be listed under Nexon's upcoming games for years, but no news was heard on its development aside from images leaked in 2018.  In late 2020, rumours circulated that it had been cancelled, and it disappeared from Nexon's upcoming games list. An official announcement was made in early 2021 that the project had been shelved. According to IGN's article, Nexon and Square Enix ""decided the mobile version didn't meet the creative standards Final Fantasy fans have come to expect from the series""."
95,FINAL FANTASY V,1992-12-06,70.30633,The original Final Fantasy V comes to life with completely new graphics and audio as a 2D pixel remaster! A remodeled take on the fifth game in the world-renowned Final Fantasy series! Enjoy the timeless story told through charming retro graphics.
96,FINAL FANTASY VIII,1999-01-11,0,"The PC version of Final Fantasy VIII was released with several alterations, some of which still linger in later versions."
97,Final Fantasy X,2001-07-19,87.77153,"Final Fantasy X is the tenth main installment in the FF series and the first title released on sixth-generation consoles. It was also the first game to feature fully three-dimensional areas rather than including pre-rendered backdrops, and the first to include voice acting. Final Fantasy X tells the story of a star blitzball player, Tidus, who journeys with a young and beautiful summoner named Yuna on her quest to save the world of Spira from an endless cycle of destruction wrought by the colossal menace Sin."
98,Final Fantasy XIV,2010-09-30,81.39087,"Take part in an epic and ever-changing Final Fantasy as you adventure and explore with friends from around the world. Final Fantasy XIV Online is the 2013 relaunch of the massively multiplayer online role-playing game that takes the wonder of the FF legacy and expands it, allowing you to explore the realm of Eorzea like never before in a Final Fantasy game.  Forge friendships, mount chocobos, and board airships as you and your companions create your own unique stories in Eorzea. Adventure alone or join up with friends to undertake epic quests, battle familiar Final Fantasy monsters, and acquire unique abilities and equipment. All the classic elements from the series that you have come to know and love are waiting! Embark of the adventure of a lifetime to help reforge the fate of Eorzea!"
99,Final Fantasy Tactics,1997-06-28,85.50515,Lead epic battles in a new FINAL FANTASY world. Betrayal and darker dealings await in Squaresoft's game of war. Fight hundreds of battles across dangerous 3D terrain as an ancient blood feud awakens a deadlier foe.
100,FINAL FANTASY III,2006-11-14,79.37995,The original Final Fantasy III comes to life with completely new graphics and audio! A remodeled 2D take on the third game in the world-renowned Final Fantasy series! Enjoy the timeless story told through charming retro graphics.
101,FINAL FANTASY XIII-2,2011-12-15,71.72678,"FINAL FANTASY XIII-2 is created with the aim of surpassing the quality of its predecessor in every way, featuring new gameplay systems and cutting-edge visuals and audio. In this game the player has the freedom to choose from a range of possibilities and paths; where their choices affect not only the immediate environment, but even shape time and space!"
102,FINAL FANTASY XIV: Shadowbringers,2019-07-02,90.57746,"Final Fantasy XIV: Shadowbringers is the third expansion pack to Final Fantasy XIV. The expansion takes players to the First, one of thirteen reflections of the Source that is being consumed by a Flood of Light. The main region visited is known as Norvrandt, which is roughly analogous to the Source's Eorzea, and is the only region in the world that has not yet succumbed to the Flood of Light."
103,Final Fantasy VIII Remastered,2019-09-03,70.79751,"Final Fantasy VIII Remastered retains its original 4:3 aspect ratio in both FMVs and real-time graphic rendering, but enhance visuals with several characters, enemies, GF, and objects refined to look better. The music is unchanged from the original PlayStation version."
